Evaluation Protocol,Representation,Model,Cleaning Method,Pearson r
Cluster Split (80/20),ESM-2 (35M),Ridge,Huber Robust (15%),0.21117077510329807
Cluster Split (80/20),ESM-2 (35M),XGBoost,Huber Robust (15%),0.17058194236555732
Cluster Split (80/20),ESM-2 (35M),SVR,Huber Robust (15%),0.16736635508372916
Cluster Split (80/20),ESM-2 (35M),MLP,Huber Robust (15%),0.19553359701586195
Cluster Split (80/20),ESM-2 (35M),Random Forest,Huber Robust (15%),0.1941205014920392
Cluster Split (80/20),ESM-2 (35M),KNN,Huber Robust (15%),0.18505817326597135
Cluster Split (80/20),ESM-2 (35M),Ridge,Activity Cliffs,-0.09220592279253784
Cluster Split (80/20),ESM-2 (35M),XGBoost,Activity Cliffs,-0.1581206574069146
Cluster Split (80/20),ESM-2 (35M),SVR,Activity Cliffs,-0.034761832946334226
Cluster Split (80/20),ESM-2 (35M),MLP,Activity Cliffs,-0.04975661693552623
Cluster Split (80/20),ESM-2 (35M),Random Forest,Activity Cliffs,-0.10990095516787242
Cluster Split (80/20),ESM-2 (35M),KNN,Activity Cliffs,-0.061074631364244326
Cluster Split (80/20),ESM-2 (35M),Ridge,Ensemble Variance (15%),0.20478846515451324
Cluster Split (80/20),ESM-2 (35M),XGBoost,Ensemble Variance (15%),0.11634337298450041
Cluster Split (80/20),ESM-2 (35M),SVR,Ensemble Variance (15%),0.15999899287990357
Cluster Split (80/20),ESM-2 (35M),MLP,Ensemble Variance (15%),0.1845861178232184
Cluster Split (80/20),ESM-2 (35M),Random Forest,Ensemble Variance (15%),0.13195210424125234
Cluster Split (80/20),ESM-2 (35M),KNN,Ensemble Variance (15%),0.22446460766716203
Cluster Split (80/20),ESM-2 (8M),Ridge,Raw Data,0.2634975849146519
Cluster Split (80/20),ESM-2 (8M),XGBoost,Raw Data,0.13722882656076846
Cluster Split (80/20),ESM-2 (8M),SVR,Raw Data,0.1859406038417823
Cluster Split (80/20),ESM-2 (8M),MLP,Raw Data,0.18729107211440313
Cluster Split (80/20),ESM-2 (8M),Random Forest,Raw Data,0.1490865869101725
Cluster Split (80/20),ESM-2 (8M),KNN,Raw Data,0.1408524580980289
Cluster Split (80/20),ESM-2 (8M),Ridge,Residual OOF (10%),0.22485544906400529
Cluster Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (10%),0.20572847755526
Cluster Split (80/20),ESM-2 (8M),SVR,Residual OOF (10%),0.17714866349551187
Cluster Split (80/20),ESM-2 (8M),MLP,Residual OOF (10%),0.153072482111249
Cluster Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (10%),0.17174919995015198
Cluster Split (80/20),ESM-2 (8M),KNN,Residual OOF (10%),0.11365693464944754
Cluster Split (80/20),ESM-2 (8M),Ridge,Residual OOF (15%),0.21928604810963875
Cluster Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (15%),0.1761412963545584
Cluster Split (80/20),ESM-2 (8M),SVR,Residual OOF (15%),0.16433274578601162
Cluster Split (80/20),ESM-2 (8M),MLP,Residual OOF (15%),0.12523015386516165
Cluster Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (15%),0.13864758017571316
Cluster Split (80/20),ESM-2 (8M),KNN,Residual OOF (15%),0.10565735935688049
Cluster Split (80/20),ESM-2 (8M),Ridge,Residual OOF (20%),0.22327110973967892
Cluster Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (20%),0.18717359273477374
Cluster Split (80/20),ESM-2 (8M),SVR,Residual OOF (20%),0.1697881661195427
Cluster Split (80/20),ESM-2 (8M),MLP,Residual OOF (20%),0.18103799029774217
Cluster Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (20%),0.14688964281720537
Cluster Split (80/20),ESM-2 (8M),KNN,Residual OOF (20%),0.10817482855921265
Cluster Split (80/20),ESM-2 (8M),Ridge,Huber Robust (15%),0.24440802831857864
Cluster Split (80/20),ESM-2 (8M),XGBoost,Huber Robust (15%),0.17496438890014457
Cluster Split (80/20),ESM-2 (8M),SVR,Huber Robust (15%),0.17874662857400084
Cluster Split (80/20),ESM-2 (8M),MLP,Huber Robust (15%),0.1405727131040189
Cluster Split (80/20),ESM-2 (8M),Random Forest,Huber Robust (15%),0.1974731699831453
Cluster Split (80/20),ESM-2 (8M),KNN,Huber Robust (15%),0.1428874492988151
Cluster Split (80/20),ESM-2 (8M),Ridge,Activity Cliffs,0.160759824615004
Cluster Split (80/20),ESM-2 (8M),XGBoost,Activity Cliffs,0.098601969134078
Cluster Split (80/20),ESM-2 (8M),SVR,Activity Cliffs,0.039103671889952916
Cluster Split (80/20),ESM-2 (8M),MLP,Activity Cliffs,-0.052275184088506066
Cluster Split (80/20),ESM-2 (8M),Random Forest,Activity Cliffs,0.008754294592338615
Cluster Split (80/20),ESM-2 (8M),KNN,Activity Cliffs,0.03158264691872963
Cluster Split (80/20),ESM-2 (8M),Ridge,Ensemble Variance (15%),0.26634159097739385
Cluster Split (80/20),ESM-2 (8M),XGBoost,Ensemble Variance (15%),0.15110424273438205
Cluster Split (80/20),ESM-2 (8M),SVR,Ensemble Variance (15%),0.19234294705793617
Cluster Split (80/20),ESM-2 (8M),MLP,Ensemble Variance (15%),0.20678021672021416
Cluster Split (80/20),ESM-2 (8M),Random Forest,Ensemble Variance (15%),0.1376909930416493
Cluster Split (80/20),ESM-2 (8M),KNN,Ensemble Variance (15%),0.1488402713042577
Cluster Split (80/20),Ankh Base,Ridge,Raw Data,0.20866846270803166
Cluster Split (80/20),Ankh Base,XGBoost,Raw Data,0.09627587339773447
Cluster Split (80/20),Ankh Base,SVR,Raw Data,0.2040512274914047
Cluster Split (80/20),Ankh Base,MLP,Raw Data,0.22529212778188593
Cluster Split (80/20),Ankh Base,Random Forest,Raw Data,0.1644675232930526
Cluster Split (80/20),Ankh Base,KNN,Raw Data,0.18491706719365072
Cluster Split (80/20),Ankh Base,Ridge,Residual OOF (10%),0.19054002386703126
Cluster Split (80/20),Ankh Base,XGBoost,Residual OOF (10%),0.11013052939949762
Cluster Split (80/20),Ankh Base,SVR,Residual OOF (10%),0.17872067719551302
Cluster Split (80/20),Ankh Base,MLP,Residual OOF (10%),0.1914067780724259
Cluster Split (80/20),Ankh Base,Random Forest,Residual OOF (10%),0.1698572880948864
Cluster Split (80/20),Ankh Base,KNN,Residual OOF (10%),0.15975814946959174
Cluster Split (80/20),Ankh Base,Ridge,Residual OOF (15%),0.1764157868963158
Cluster Split (80/20),Ankh Base,XGBoost,Residual OOF (15%),0.15223598753544815
Cluster Split (80/20),Ankh Base,SVR,Residual OOF (15%),0.16708644393717328
Cluster Split (80/20),Ankh Base,MLP,Residual OOF (15%),0.18456300910278123
Cluster Split (80/20),Ankh Base,Random Forest,Residual OOF (15%),0.13780932108725133
Cluster Split (80/20),Ankh Base,KNN,Residual OOF (15%),0.15394275256086665
Cluster Split (80/20),Ankh Base,Ridge,Residual OOF (20%),0.18747600282465401
Cluster Split (80/20),Ankh Base,XGBoost,Residual OOF (20%),0.14484783006546884
Cluster Split (80/20),Ankh Base,SVR,Residual OOF (20%),0.1754201875611268
Cluster Split (80/20),Ankh Base,MLP,Residual OOF (20%),0.2022385204588759
Cluster Split (80/20),Ankh Base,Random Forest,Residual OOF (20%),0.13835394176857813
Cluster Split (80/20),Ankh Base,KNN,Residual OOF (20%),0.14871615388919737
Cluster Split (80/20),Ankh Base,Ridge,Huber Robust (15%),0.20035837650818264
Cluster Split (80/20),Ankh Base,XGBoost,Huber Robust (15%),0.1398699858178347
Cluster Split (80/20),Ankh Base,SVR,Huber Robust (15%),0.18229639684214893
Cluster Split (80/20),Ankh Base,MLP,Huber Robust (15%),0.23025959252209477
Cluster Split (80/20),Ankh Base,Random Forest,Huber Robust (15%),0.19687804215353752
Cluster Split (80/20),Ankh Base,KNN,Huber Robust (15%),0.18312314209225866
Cluster Split (80/20),Ankh Base,Ridge,Activity Cliffs,0.2090193169141184
Cluster Split (80/20),Ankh Base,XGBoost,Activity Cliffs,0.12374940819218193
Cluster Split (80/20),Ankh Base,SVR,Activity Cliffs,0.20538355567174685
Cluster Split (80/20),Ankh Base,MLP,Activity Cliffs,0.1945738602493115
Cluster Split (80/20),Ankh Base,Random Forest,Activity Cliffs,0.16910120842903087
Cluster Split (80/20),Ankh Base,KNN,Activity Cliffs,0.1943205273492222
Cluster Split (80/20),Ankh Base,Ridge,Ensemble Variance (15%),0.2083666007685359
Cluster Split (80/20),Ankh Base,XGBoost,Ensemble Variance (15%),0.18700883566766646
Cluster Split (80/20),Ankh Base,SVR,Ensemble Variance (15%),0.16909638600424637
Cluster Split (80/20),Ankh Base,MLP,Ensemble Variance (15%),0.21950203983301672
Cluster Split (80/20),Ankh Base,Random Forest,Ensemble Variance (15%),0.1695396890802883
Cluster Split (80/20),Ankh Base,KNN,Ensemble Variance (15%),0.21290343530155847
Cluster Split (80/20),Fused (ProtT5 + ESM2),Ridge,Raw Data,0.3402703196376135
Cluster Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Raw Data,0.22776269037200783
Cluster Split (80/20),Fused (ProtT5 + ESM2),SVR,Raw Data,0.1855754658487925
Cluster Split (80/20),Fused (ProtT5 + ESM2),MLP,Raw Data,0.1400411213340017
Cluster Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Raw Data,0.2280769932757076
Cluster Split (80/20),Fused (ProtT5 + ESM2),KNN,Raw Data,0.2366237096398856
Cluster Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (10%),0.3336855285483365
Cluster Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (10%),0.15178659869624095
Cluster Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (10%),0.18958889342156945
Cluster Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (10%),0.3153989080275959
Cluster Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (10%),0.19939617941084561
Cluster Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (10%),0.23159857392291017
Cluster Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (15%),0.33342552415252136
Cluster Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (15%),0.22991570449460047
Cluster Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (15%),0.18695379213665528
Cluster Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (15%),0.2860357845234814
Cluster Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (15%),0.20683110024664275
Cluster Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (15%),0.2130693538844072
Cluster Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (20%),0.3060525883784459
Cluster Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (20%),0.19153619473173375
Cluster Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (20%),0.18146262258081503
Cluster Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (20%),0.2974235598149924
Cluster Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (20%),0.1964577652541853
Cluster Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (20%),0.18443226984333244
Cluster Split (80/20),Fused (ProtT5 + ESM2),Ridge,Huber Robust (15%),0.2936736766448216
Cluster Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Huber Robust (15%),0.1517942823613385
Cluster Split (80/20),Fused (ProtT5 + ESM2),SVR,Huber Robust (15%),0.15557047555556602
Cluster Split (80/20),Fused (ProtT5 + ESM2),MLP,Huber Robust (15%),0.13318426926758467
Cluster Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Huber Robust (15%),0.12525723353389107
Cluster Split (80/20),Fused (ProtT5 + ESM2),KNN,Huber Robust (15%),0.196087053948813
Cluster Split (80/20),Fused (ProtT5 + ESM2),Ridge,Activity Cliffs,-0.11061270664230499
Cluster Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Activity Cliffs,-0.02362896415632494
Cluster Split (80/20),Fused (ProtT5 + ESM2),SVR,Activity Cliffs,-0.041733682951972446
Cluster Split (80/20),Fused (ProtT5 + ESM2),MLP,Activity Cliffs,-0.1096352225027389
Cluster Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Activity Cliffs,-0.013801238279840236
Cluster Split (80/20),Fused (ProtT5 + ESM2),KNN,Activity Cliffs,-0.06721630322652691
Cluster Split (80/20),Fused (ProtT5 + ESM2),Ridge,Ensemble Variance (15%),0.3546606226640542
Cluster Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Ensemble Variance (15%),0.21463934941176013
Cluster Split (80/20),Fused (ProtT5 + ESM2),SVR,Ensemble Variance (15%),0.1936855531702555
Cluster Split (80/20),Fused (ProtT5 + ESM2),MLP,Ensemble Variance (15%),0.2688865353442135
Cluster Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Ensemble Variance (15%),0.1723880802070661
Cluster Split (80/20),Fused (ProtT5 + ESM2),KNN,Ensemble Variance (15%),0.23669099992959905
DataSAIL Split (80/20),ProtT5-XL,Ridge,Raw Data,0.3271874665474843
DataSAIL Split (80/20),ProtT5-XL,XGBoost,Raw Data,0.23950970840153926
DataSAIL Split (80/20),ProtT5-XL,SVR,Raw Data,0.2653179553001922
DataSAIL Split (80/20),ProtT5-XL,MLP,Raw Data,0.15264598150280784
DataSAIL Split (80/20),ProtT5-XL,Random Forest,Raw Data,0.22276129358293745
DataSAIL Split (80/20),ProtT5-XL,KNN,Raw Data,0.26941989476278194
DataSAIL Split (80/20),ProtT5-XL,Ridge,Residual OOF (10%),0.32914809098878867
DataSAIL Split (80/20),ProtT5-XL,XGBoost,Residual OOF (10%),0.1875159008703768
DataSAIL Split (80/20),ProtT5-XL,SVR,Residual OOF (10%),0.2612609060315759
DataSAIL Split (80/20),ProtT5-XL,MLP,Residual OOF (10%),0.3296269006171679
DataSAIL Split (80/20),ProtT5-XL,Random Forest,Residual OOF (10%),0.24376251517352965
DataSAIL Split (80/20),ProtT5-XL,KNN,Residual OOF (10%),0.25222118532837184
DataSAIL Split (80/20),ProtT5-XL,Ridge,Residual OOF (15%),0.30187515601282305
DataSAIL Split (80/20),ProtT5-XL,XGBoost,Residual OOF (15%),0.17071917498380704
DataSAIL Split (80/20),ProtT5-XL,SVR,Residual OOF (15%),0.242312547694961
DataSAIL Split (80/20),ProtT5-XL,MLP,Residual OOF (15%),0.3131754040960439
DataSAIL Split (80/20),ProtT5-XL,Random Forest,Residual OOF (15%),0.21623258840351364
DataSAIL Split (80/20),ProtT5-XL,KNN,Residual OOF (15%),0.22652352028848602
DataSAIL Split (80/20),ProtT5-XL,Ridge,Residual OOF (20%),0.28709751245681964
DataSAIL Split (80/20),ProtT5-XL,XGBoost,Residual OOF (20%),0.17134689654532648
DataSAIL Split (80/20),ProtT5-XL,SVR,Residual OOF (20%),0.24172280064416674
DataSAIL Split (80/20),ProtT5-XL,MLP,Residual OOF (20%),0.23598948082551488
DataSAIL Split (80/20),ProtT5-XL,Random Forest,Residual OOF (20%),0.22053846699775823
DataSAIL Split (80/20),ProtT5-XL,KNN,Residual OOF (20%),0.21171578342218567
DataSAIL Split (80/20),ProtT5-XL,Ridge,Huber Robust (15%),0.28077695948002507
DataSAIL Split (80/20),ProtT5-XL,XGBoost,Huber Robust (15%),0.1599937242088153
DataSAIL Split (80/20),ProtT5-XL,SVR,Huber Robust (15%),0.225467796132423
DataSAIL Split (80/20),ProtT5-XL,MLP,Huber Robust (15%),0.21493752461787785
DataSAIL Split (80/20),ProtT5-XL,Random Forest,Huber Robust (15%),0.1778555074480019
DataSAIL Split (80/20),ProtT5-XL,KNN,Huber Robust (15%),0.1932313623024089
DataSAIL Split (80/20),ProtT5-XL,Ridge,Activity Cliffs,0.3141171692360618
DataSAIL Split (80/20),ProtT5-XL,XGBoost,Activity Cliffs,0.19524172030464795
DataSAIL Split (80/20),ProtT5-XL,SVR,Activity Cliffs,0.26259749998624504
DataSAIL Split (80/20),ProtT5-XL,MLP,Activity Cliffs,0.26411241883731673
DataSAIL Split (80/20),ProtT5-XL,Random Forest,Activity Cliffs,0.19192370813144696
DataSAIL Split (80/20),ProtT5-XL,KNN,Activity Cliffs,0.25558729102579086
DataSAIL Split (80/20),ProtT5-XL,Ridge,Ensemble Variance (15%),0.33476669231129064
DataSAIL Split (80/20),ProtT5-XL,XGBoost,Ensemble Variance (15%),0.19333370280922796
DataSAIL Split (80/20),ProtT5-XL,SVR,Ensemble Variance (15%),0.24516993314820373
DataSAIL Split (80/20),ProtT5-XL,MLP,Ensemble Variance (15%),0.288686713311106
DataSAIL Split (80/20),ProtT5-XL,Random Forest,Ensemble Variance (15%),0.1893775863278119
DataSAIL Split (80/20),ProtT5-XL,KNN,Ensemble Variance (15%),0.2753448866193622
DataSAIL Split (80/20),ESM-2 (650M),Ridge,Raw Data,0.28215747135454483
DataSAIL Split (80/20),ESM-2 (650M),XGBoost,Raw Data,0.16292631062165597
DataSAIL Split (80/20),ESM-2 (650M),SVR,Raw Data,0.1630709752245188
DataSAIL Split (80/20),ESM-2 (650M),MLP,Raw Data,0.17240165974090207
DataSAIL Split (80/20),ESM-2 (650M),Random Forest,Raw Data,0.17986211698805213
DataSAIL Split (80/20),ESM-2 (650M),KNN,Raw Data,0.21698765456581137
DataSAIL Split (80/20),ESM-2 (650M),Ridge,Residual OOF (10%),0.27510009110166284
DataSAIL Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (10%),0.15190530012881273
DataSAIL Split (80/20),ESM-2 (650M),SVR,Residual OOF (10%),0.16572106187917487
DataSAIL Split (80/20),ESM-2 (650M),MLP,Residual OOF (10%),0.24351580925617144
DataSAIL Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (10%),0.17284749129565666
DataSAIL Split (80/20),ESM-2 (650M),KNN,Residual OOF (10%),0.24338013961081817
DataSAIL Split (80/20),ESM-2 (650M),Ridge,Residual OOF (15%),0.2631362627155933
DataSAIL Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (15%),0.19224790297012875
DataSAIL Split (80/20),ESM-2 (650M),SVR,Residual OOF (15%),0.15717401244330634
DataSAIL Split (80/20),ESM-2 (650M),MLP,Residual OOF (15%),0.16849013573249916
DataSAIL Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (15%),0.1757993554010014
DataSAIL Split (80/20),ESM-2 (650M),KNN,Residual OOF (15%),0.1838112298302055
DataSAIL Split (80/20),ESM-2 (650M),Ridge,Residual OOF (20%),0.2552626142619365
DataSAIL Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (20%),0.14310207578912582
DataSAIL Split (80/20),ESM-2 (650M),SVR,Residual OOF (20%),0.15072263807503913
DataSAIL Split (80/20),ESM-2 (650M),MLP,Residual OOF (20%),0.23604996329853145
DataSAIL Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (20%),0.1670017286053872
DataSAIL Split (80/20),ESM-2 (650M),KNN,Residual OOF (20%),0.18580201226420318
DataSAIL Split (80/20),ESM-2 (650M),Ridge,Huber Robust (15%),0.22859949883187827
DataSAIL Split (80/20),ESM-2 (650M),XGBoost,Huber Robust (15%),0.12786919901618235
DataSAIL Split (80/20),ESM-2 (650M),SVR,Huber Robust (15%),0.14743945835217007
DataSAIL Split (80/20),ESM-2 (650M),MLP,Huber Robust (15%),0.17671552973163032
DataSAIL Split (80/20),ESM-2 (650M),Random Forest,Huber Robust (15%),0.12731636990411746
DataSAIL Split (80/20),ESM-2 (650M),KNN,Huber Robust (15%),0.21402276103842283
DataSAIL Split (80/20),ESM-2 (650M),Ridge,Activity Cliffs,-0.12095291822867575
DataSAIL Split (80/20),ESM-2 (650M),XGBoost,Activity Cliffs,-0.07786221620274018
DataSAIL Split (80/20),ESM-2 (650M),SVR,Activity Cliffs,-0.09174292292120695
DataSAIL Split (80/20),ESM-2 (650M),MLP,Activity Cliffs,-0.1303354999478389
DataSAIL Split (80/20),ESM-2 (650M),Random Forest,Activity Cliffs,-0.04530636806758802
DataSAIL Split (80/20),ESM-2 (650M),KNN,Activity Cliffs,-0.09503883788264154
DataSAIL Split (80/20),ESM-2 (650M),Ridge,Ensemble Variance (15%),0.28017613581735623
DataSAIL Split (80/20),ESM-2 (650M),XGBoost,Ensemble Variance (15%),0.22372456591798925
DataSAIL Split (80/20),ESM-2 (650M),SVR,Ensemble Variance (15%),0.1739399512108617
DataSAIL Split (80/20),ESM-2 (650M),MLP,Ensemble Variance (15%),0.1778042278569903
DataSAIL Split (80/20),ESM-2 (650M),Random Forest,Ensemble Variance (15%),0.17661430514316653
DataSAIL Split (80/20),ESM-2 (650M),KNN,Ensemble Variance (15%),0.256520083881357
DataSAIL Split (80/20),ESM-2 (35M),Ridge,Raw Data,0.19291667438227325
DataSAIL Split (80/20),ESM-2 (35M),XGBoost,Raw Data,0.15145892151599197
DataSAIL Split (80/20),ESM-2 (35M),SVR,Raw Data,0.15647319106791238
DataSAIL Split (80/20),ESM-2 (35M),MLP,Raw Data,0.20115092225172995
DataSAIL Split (80/20),ESM-2 (35M),Random Forest,Raw Data,0.15065494620648198
DataSAIL Split (80/20),ESM-2 (35M),KNN,Raw Data,0.1890970715910462
DataSAIL Split (80/20),ESM-2 (35M),Ridge,Residual OOF (10%),0.18775413174060623
DataSAIL Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (10%),0.17510748999592568
DataSAIL Split (80/20),ESM-2 (35M),SVR,Residual OOF (10%),0.16389502547470844
DataSAIL Split (80/20),ESM-2 (35M),MLP,Residual OOF (10%),0.13958052382473368
DataSAIL Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (10%),0.18830553278271114
DataSAIL Split (80/20),ESM-2 (35M),KNN,Residual OOF (10%),0.19079910098270683
DataSAIL Split (80/20),ESM-2 (35M),Ridge,Residual OOF (15%),0.1769655670114565
DataSAIL Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (15%),0.17943521077438945
DataSAIL Split (80/20),ESM-2 (35M),SVR,Residual OOF (15%),0.1609257307126685
DataSAIL Split (80/20),ESM-2 (35M),MLP,Residual OOF (15%),0.19958491418491137
DataSAIL Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (15%),0.19887875045574752
DataSAIL Split (80/20),ESM-2 (35M),KNN,Residual OOF (15%),0.18409454612244056
DataSAIL Split (80/20),ESM-2 (35M),Ridge,Residual OOF (20%),0.19067642321511163
DataSAIL Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (20%),0.18963203611081067
DataSAIL Split (80/20),ESM-2 (35M),SVR,Residual OOF (20%),0.16680980700692766
DataSAIL Split (80/20),ESM-2 (35M),MLP,Residual OOF (20%),0.19011287576623614
DataSAIL Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (20%),0.1583436692665908
DataSAIL Split (80/20),ESM-2 (35M),KNN,Residual OOF (20%),0.1572307269905221
DataSAIL Split (80/20),ESM-2 (35M),Ridge,Huber Robust (15%),0.21117077510329807
DataSAIL Split (80/20),ESM-2 (35M),XGBoost,Huber Robust (15%),0.17058194236555732
DataSAIL Split (80/20),ESM-2 (35M),SVR,Huber Robust (15%),0.16736635508372916
DataSAIL Split (80/20),ESM-2 (35M),MLP,Huber Robust (15%),0.19553359701586195
DataSAIL Split (80/20),ESM-2 (35M),Random Forest,Huber Robust (15%),0.19412050149203885
DataSAIL Split (80/20),ESM-2 (35M),KNN,Huber Robust (15%),0.18505817326597135
DataSAIL Split (80/20),ESM-2 (35M),Ridge,Activity Cliffs,-0.09220592279253784
DataSAIL Split (80/20),ESM-2 (35M),XGBoost,Activity Cliffs,-0.1581206574069146
DataSAIL Split (80/20),ESM-2 (35M),SVR,Activity Cliffs,-0.034761832946334226
DataSAIL Split (80/20),ESM-2 (35M),MLP,Activity Cliffs,-0.04975661693552623
DataSAIL Split (80/20),ESM-2 (35M),Random Forest,Activity Cliffs,-0.109900955167872
DataSAIL Split (80/20),ESM-2 (35M),KNN,Activity Cliffs,-0.061074631364244326
DataSAIL Split (80/20),ESM-2 (35M),Ridge,Ensemble Variance (15%),0.20478846515451324
DataSAIL Split (80/20),ESM-2 (35M),XGBoost,Ensemble Variance (15%),0.11634337298450041
DataSAIL Split (80/20),ESM-2 (35M),SVR,Ensemble Variance (15%),0.15999899287990357
DataSAIL Split (80/20),ESM-2 (35M),MLP,Ensemble Variance (15%),0.1845861178232184
DataSAIL Split (80/20),ESM-2 (35M),Random Forest,Ensemble Variance (15%),0.13195210424125214
DataSAIL Split (80/20),ESM-2 (35M),KNN,Ensemble Variance (15%),0.22446460766716203
DataSAIL Split (80/20),ESM-2 (8M),Ridge,Raw Data,0.2634975849146519
DataSAIL Split (80/20),ESM-2 (8M),XGBoost,Raw Data,0.13722882656076846
DataSAIL Split (80/20),ESM-2 (8M),SVR,Raw Data,0.1859406038417823
DataSAIL Split (80/20),ESM-2 (8M),MLP,Raw Data,0.18729107211440313
DataSAIL Split (80/20),ESM-2 (8M),Random Forest,Raw Data,0.14908658691017246
DataSAIL Split (80/20),ESM-2 (8M),KNN,Raw Data,0.1408524580980289
DataSAIL Split (80/20),ESM-2 (8M),Ridge,Residual OOF (10%),0.22485544906400529
DataSAIL Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (10%),0.20572847755526
DataSAIL Split (80/20),ESM-2 (8M),SVR,Residual OOF (10%),0.17714866349551187
DataSAIL Split (80/20),ESM-2 (8M),MLP,Residual OOF (10%),0.153072482111249
DataSAIL Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (10%),0.17174919995015187
DataSAIL Split (80/20),ESM-2 (8M),KNN,Residual OOF (10%),0.11365693464944754
DataSAIL Split (80/20),ESM-2 (8M),Ridge,Residual OOF (15%),0.21928604810963875
DataSAIL Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (15%),0.1761412963545584
DataSAIL Split (80/20),ESM-2 (8M),SVR,Residual OOF (15%),0.16433274578601162
DataSAIL Split (80/20),ESM-2 (8M),MLP,Residual OOF (15%),0.12523015386516165
DataSAIL Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (15%),0.13864758017571313
DataSAIL Split (80/20),ESM-2 (8M),KNN,Residual OOF (15%),0.10565735935688049
DataSAIL Split (80/20),ESM-2 (8M),Ridge,Residual OOF (20%),0.22327110973967892
DataSAIL Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (20%),0.18717359273477374
DataSAIL Split (80/20),ESM-2 (8M),SVR,Residual OOF (20%),0.1697881661195427
DataSAIL Split (80/20),ESM-2 (8M),MLP,Residual OOF (20%),0.18103799029774217
DataSAIL Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (20%),0.14688964281720576
DataSAIL Split (80/20),ESM-2 (8M),KNN,Residual OOF (20%),0.10817482855921265
DataSAIL Split (80/20),ESM-2 (8M),Ridge,Huber Robust (15%),0.24440802831857864
DataSAIL Split (80/20),ESM-2 (8M),XGBoost,Huber Robust (15%),0.17496438890014457
DataSAIL Split (80/20),ESM-2 (8M),SVR,Huber Robust (15%),0.17874662857400084
DataSAIL Split (80/20),ESM-2 (8M),MLP,Huber Robust (15%),0.1405727131040189
DataSAIL Split (80/20),ESM-2 (8M),Random Forest,Huber Robust (15%),0.197473169983145
DataSAIL Split (80/20),ESM-2 (8M),KNN,Huber Robust (15%),0.1428874492988151
DataSAIL Split (80/20),ESM-2 (8M),Ridge,Activity Cliffs,0.160759824615004
DataSAIL Split (80/20),ESM-2 (8M),XGBoost,Activity Cliffs,0.098601969134078
DataSAIL Split (80/20),ESM-2 (8M),SVR,Activity Cliffs,0.039103671889952916
DataSAIL Split (80/20),ESM-2 (8M),MLP,Activity Cliffs,-0.052275184088506066
DataSAIL Split (80/20),ESM-2 (8M),Random Forest,Activity Cliffs,0.008754294592338603
