Evaluation Protocol,Representation,Model,Cleaning Method,Pearson r
Random Split (80/20),ProtT5-XL,SVR,Ensemble Variance (15%),0.4858747427470374
Random Split (80/20),ProtT5-XL,MLP,Ensemble Variance (15%),0.38066064047486564
Random Split (80/20),ProtT5-XL,Random Forest,Ensemble Variance (15%),0.46570265651345366
Random Split (80/20),ProtT5-XL,KNN,Ensemble Variance (15%),0.40635662276637835
Random Split (80/20),ESM-2 (650M),Ridge,Raw Data,0.4278355585095278
Random Split (80/20),ESM-2 (650M),XGBoost,Raw Data,0.43916975990899615
Random Split (80/20),ESM-2 (650M),SVR,Raw Data,0.3607426115050034
Random Split (80/20),ESM-2 (650M),MLP,Raw Data,0.3971263056220751
Random Split (80/20),ESM-2 (650M),Random Forest,Raw Data,0.46549724493701805
Random Split (80/20),ESM-2 (650M),KNN,Raw Data,0.34867953535968327
Random Split (80/20),ESM-2 (650M),Ridge,Residual OOF (10%),0.4105363904471945
Random Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (10%),0.48587903675741684
Random Split (80/20),ESM-2 (650M),SVR,Residual OOF (10%),0.3499472992660174
Random Split (80/20),ESM-2 (650M),MLP,Residual OOF (10%),0.4008310563406641
Random Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (10%),0.46104784581214486
Random Split (80/20),ESM-2 (650M),KNN,Residual OOF (10%),0.381593665410856
Random Split (80/20),ESM-2 (650M),Ridge,Residual OOF (15%),0.4342738744888113
Random Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (15%),0.4804003107330826
Random Split (80/20),ESM-2 (650M),SVR,Residual OOF (15%),0.3538879903190717
Random Split (80/20),ESM-2 (650M),MLP,Residual OOF (15%),0.4304721344120111
Random Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (15%),0.4928738688754408
Random Split (80/20),ESM-2 (650M),KNN,Residual OOF (15%),0.38649647587510216
Random Split (80/20),ESM-2 (650M),Ridge,Residual OOF (20%),0.43780861539236854
Random Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (20%),0.5112114622921637
Random Split (80/20),ESM-2 (650M),SVR,Residual OOF (20%),0.3546166398083673
Random Split (80/20),ESM-2 (650M),MLP,Residual OOF (20%),0.3836612990087083
Random Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (20%),0.48042270481070104
Random Split (80/20),ESM-2 (650M),KNN,Residual OOF (20%),0.38945773386706706
Random Split (80/20),ESM-2 (650M),Ridge,Huber Robust (15%),0.4269422591581512
Random Split (80/20),ESM-2 (650M),XGBoost,Huber Robust (15%),0.47696774891888055
Random Split (80/20),ESM-2 (650M),SVR,Huber Robust (15%),0.36077728264819514
Random Split (80/20),ESM-2 (650M),MLP,Huber Robust (15%),0.3533852215533986
Random Split (80/20),ESM-2 (650M),Random Forest,Huber Robust (15%),0.4719603007256059
Random Split (80/20),ESM-2 (650M),KNN,Huber Robust (15%),0.3581284343358521
Random Split (80/20),ESM-2 (650M),Ridge,Activity Cliffs,-0.05982864839296303
Random Split (80/20),ESM-2 (650M),XGBoost,Activity Cliffs,-0.0804189963319621
Random Split (80/20),ESM-2 (650M),SVR,Activity Cliffs,0.04495510519357243
Random Split (80/20),ESM-2 (650M),MLP,Activity Cliffs,-0.18973263976463228
Random Split (80/20),ESM-2 (650M),Random Forest,Activity Cliffs,0.013585573671923767
Random Split (80/20),ESM-2 (650M),KNN,Activity Cliffs,0.028509033867805254
Random Split (80/20),ESM-2 (650M),Ridge,Ensemble Variance (15%),0.388009463671511
Random Split (80/20),ESM-2 (650M),XGBoost,Ensemble Variance (15%),0.39196555993096405
Random Split (80/20),ESM-2 (650M),SVR,Ensemble Variance (15%),0.35740075938204513
Random Split (80/20),ESM-2 (650M),MLP,Ensemble Variance (15%),0.3646702835050432
Random Split (80/20),ESM-2 (650M),Random Forest,Ensemble Variance (15%),0.4437624917783013
Random Split (80/20),ESM-2 (650M),KNN,Ensemble Variance (15%),0.3038581480165168
Random Split (80/20),ESM-2 (35M),Ridge,Raw Data,0.3852177535650054
Random Split (80/20),ESM-2 (35M),XGBoost,Raw Data,0.3926494746070798
Random Split (80/20),ESM-2 (35M),SVR,Raw Data,0.3605668646979902
Random Split (80/20),ESM-2 (35M),MLP,Raw Data,0.36590828144682713
Random Split (80/20),ESM-2 (35M),Random Forest,Raw Data,0.4247567254694487
Random Split (80/20),ESM-2 (35M),KNN,Raw Data,0.3675633210023024
Random Split (80/20),ESM-2 (35M),Ridge,Residual OOF (10%),0.4044039532786628
Random Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (10%),0.3895606880413761
Random Split (80/20),ESM-2 (35M),SVR,Residual OOF (10%),0.35643164708519953
Random Split (80/20),ESM-2 (35M),MLP,Residual OOF (10%),0.36365827059745304
Random Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (10%),0.4465018643901057
Random Split (80/20),ESM-2 (35M),KNN,Residual OOF (10%),0.4189162442043438
Random Split (80/20),ESM-2 (35M),Ridge,Residual OOF (15%),0.390612697621161
Random Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (15%),0.38797435265302554
Random Split (80/20),ESM-2 (35M),SVR,Residual OOF (15%),0.35891555279234055
Random Split (80/20),ESM-2 (35M),MLP,Residual OOF (15%),0.36612615683422733
Random Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (15%),0.4536001902712537
Random Split (80/20),ESM-2 (35M),KNN,Residual OOF (15%),0.39920014964621653
Random Split (80/20),ESM-2 (35M),Ridge,Residual OOF (20%),0.38028347638838167
Random Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (20%),0.40288170353915115
Random Split (80/20),ESM-2 (35M),SVR,Residual OOF (20%),0.35364317266260853
Random Split (80/20),ESM-2 (35M),MLP,Residual OOF (20%),0.3080227835749053
Random Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (20%),0.45279870456365734
Random Split (80/20),ESM-2 (35M),KNN,Residual OOF (20%),0.39552774260922063
Random Split (80/20),ESM-2 (35M),Ridge,Huber Robust (15%),0.4003368988471846
Random Split (80/20),ESM-2 (35M),XGBoost,Huber Robust (15%),0.3888477299903582
Random Split (80/20),ESM-2 (35M),SVR,Huber Robust (15%),0.3613764350058908
Random Split (80/20),ESM-2 (35M),MLP,Huber Robust (15%),0.2500512741596324
Random Split (80/20),ESM-2 (35M),Random Forest,Huber Robust (15%),0.4395122575136848
Random Split (80/20),ESM-2 (35M),KNN,Huber Robust (15%),0.4019856374294575
Random Split (80/20),ESM-2 (35M),Ridge,Activity Cliffs,-0.06726302260238781
Random Split (80/20),ESM-2 (35M),XGBoost,Activity Cliffs,0.06957955818213994
Random Split (80/20),ESM-2 (35M),SVR,Activity Cliffs,0.1431243749473825
Random Split (80/20),ESM-2 (35M),MLP,Activity Cliffs,-0.15395553921215688
Random Split (80/20),ESM-2 (35M),Random Forest,Activity Cliffs,0.16775957167931477
Random Split (80/20),ESM-2 (35M),KNN,Activity Cliffs,0.10233204383150253
Random Split (80/20),ESM-2 (35M),Ridge,Ensemble Variance (15%),0.3399122602568085
Random Split (80/20),ESM-2 (35M),XGBoost,Ensemble Variance (15%),0.3655092687559673
Random Split (80/20),ESM-2 (35M),SVR,Ensemble Variance (15%),0.3413383597072105
Random Split (80/20),ESM-2 (35M),MLP,Ensemble Variance (15%),0.39086531681303893
Random Split (80/20),ESM-2 (35M),Random Forest,Ensemble Variance (15%),0.39780168108027875
Random Split (80/20),ESM-2 (35M),KNN,Ensemble Variance (15%),0.3046261682611571
Random Split (80/20),ESM-2 (8M),Ridge,Raw Data,0.4283396417824279
Random Split (80/20),ESM-2 (8M),XGBoost,Raw Data,0.42150116788477976
Random Split (80/20),ESM-2 (8M),SVR,Raw Data,0.387637995742068
Random Split (80/20),ESM-2 (8M),MLP,Raw Data,0.31227219115468374
Random Split (80/20),ESM-2 (8M),Random Forest,Raw Data,0.4308055818519326
Random Split (80/20),ESM-2 (8M),KNN,Raw Data,0.2936993678756688
Random Split (80/20),ESM-2 (8M),Ridge,Residual OOF (10%),0.38815005615959025
Random Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (10%),0.4103764151065275
Random Split (80/20),ESM-2 (8M),SVR,Residual OOF (10%),0.3535217172326022
Random Split (80/20),ESM-2 (8M),MLP,Residual OOF (10%),0.36091447632267887
Random Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (10%),0.4351283204648187
Random Split (80/20),ESM-2 (8M),KNN,Residual OOF (10%),0.31155314338098883
Random Split (80/20),ESM-2 (8M),Ridge,Residual OOF (15%),0.37183334845572463
Random Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (15%),0.39272856156896385
Random Split (80/20),ESM-2 (8M),SVR,Residual OOF (15%),0.35211627100759313
Random Split (80/20),ESM-2 (8M),MLP,Residual OOF (15%),0.3989466919380198
Random Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (15%),0.4133044684751184
Random Split (80/20),ESM-2 (8M),KNN,Residual OOF (15%),0.3047596477702228
Random Split (80/20),ESM-2 (8M),Ridge,Residual OOF (20%),0.3799164902594724
Random Split (80/20),ESM-2 (8M),XGBoost,Residual OOF (20%),0.37206239771015287
Random Split (80/20),ESM-2 (8M),SVR,Residual OOF (20%),0.35944721797168455
Random Split (80/20),ESM-2 (8M),MLP,Residual OOF (20%),0.371847772800595
Random Split (80/20),ESM-2 (8M),Random Forest,Residual OOF (20%),0.39704973210201744
Random Split (80/20),ESM-2 (8M),KNN,Residual OOF (20%),0.27683956852111297
Random Split (80/20),ESM-2 (8M),Ridge,Huber Robust (15%),0.36405522516615574
Random Split (80/20),ESM-2 (8M),XGBoost,Huber Robust (15%),0.41042646400322996
Random Split (80/20),ESM-2 (8M),SVR,Huber Robust (15%),0.34045089319382943
Random Split (80/20),ESM-2 (8M),MLP,Huber Robust (15%),0.3704018633465171
Random Split (80/20),ESM-2 (8M),Random Forest,Huber Robust (15%),0.39006674267486396
Random Split (80/20),ESM-2 (8M),KNN,Huber Robust (15%),0.34859667237551356
Random Split (80/20),ESM-2 (8M),Ridge,Activity Cliffs,0.2063920464701354
Random Split (80/20),ESM-2 (8M),XGBoost,Activity Cliffs,0.14046446974919075
Random Split (80/20),ESM-2 (8M),SVR,Activity Cliffs,0.11967388467358571
Random Split (80/20),ESM-2 (8M),MLP,Activity Cliffs,-0.15593488034676709
Random Split (80/20),ESM-2 (8M),Random Forest,Activity Cliffs,0.10332098277492757
Random Split (80/20),ESM-2 (8M),KNN,Activity Cliffs,0.09555400032067637
Random Split (80/20),ESM-2 (8M),Ridge,Ensemble Variance (15%),0.4093064481072809
Random Split (80/20),ESM-2 (8M),XGBoost,Ensemble Variance (15%),0.3587016670674589
Random Split (80/20),ESM-2 (8M),SVR,Ensemble Variance (15%),0.3651954443583923
Random Split (80/20),ESM-2 (8M),MLP,Ensemble Variance (15%),0.3581020777096191
Random Split (80/20),ESM-2 (8M),Random Forest,Ensemble Variance (15%),0.41970167762213667
Random Split (80/20),ESM-2 (8M),KNN,Ensemble Variance (15%),0.27571732097954005
Random Split (80/20),Ankh Base,Ridge,Raw Data,0.42636289534520844
Random Split (80/20),Ankh Base,XGBoost,Raw Data,0.42488050904055175
Random Split (80/20),Ankh Base,SVR,Raw Data,0.43745257874045135
Random Split (80/20),Ankh Base,MLP,Raw Data,0.3850809044475847
Random Split (80/20),Ankh Base,Random Forest,Raw Data,0.46464393724609515
Random Split (80/20),Ankh Base,KNN,Raw Data,0.35883809757704066
Random Split (80/20),Ankh Base,Ridge,Residual OOF (10%),0.3984249655560238
Random Split (80/20),Ankh Base,XGBoost,Residual OOF (10%),0.4555926469962035
Random Split (80/20),Ankh Base,SVR,Residual OOF (10%),0.41993385794229215
Random Split (80/20),Ankh Base,MLP,Residual OOF (10%),0.35047125748321833
Random Split (80/20),Ankh Base,Random Forest,Residual OOF (10%),0.44667932538037225
Random Split (80/20),Ankh Base,KNN,Residual OOF (10%),0.3810002403671673
Random Split (80/20),Ankh Base,Ridge,Residual OOF (15%),0.4029041423177676
Random Split (80/20),Ankh Base,XGBoost,Residual OOF (15%),0.43901547765093796
Random Split (80/20),Ankh Base,SVR,Residual OOF (15%),0.41111054126298563
Random Split (80/20),Ankh Base,MLP,Residual OOF (15%),0.35680678636996677
Random Split (80/20),Ankh Base,Random Forest,Residual OOF (15%),0.4452508354955076
Random Split (80/20),Ankh Base,KNN,Residual OOF (15%),0.37320914494784035
Random Split (80/20),Ankh Base,Ridge,Residual OOF (20%),0.40428857685182373
Random Split (80/20),Ankh Base,XGBoost,Residual OOF (20%),0.42609615642030335
Random Split (80/20),Ankh Base,SVR,Residual OOF (20%),0.40015716183666605
Random Split (80/20),Ankh Base,MLP,Residual OOF (20%),0.38427102647996775
Random Split (80/20),Ankh Base,Random Forest,Residual OOF (20%),0.4262666571876575
Random Split (80/20),Ankh Base,KNN,Residual OOF (20%),0.3800349413767942
Random Split (80/20),Ankh Base,Ridge,Huber Robust (15%),0.4065922542252856
Random Split (80/20),Ankh Base,XGBoost,Huber Robust (15%),0.36983543389808565
Random Split (80/20),Ankh Base,SVR,Huber Robust (15%),0.4269760857644525
Random Split (80/20),Ankh Base,MLP,Huber Robust (15%),0.36011896067663657
Random Split (80/20),Ankh Base,Random Forest,Huber Robust (15%),0.46076494717959654
Random Split (80/20),Ankh Base,KNN,Huber Robust (15%),0.3097173386854219
Random Split (80/20),Ankh Base,Ridge,Activity Cliffs,0.4259636195687078
Random Split (80/20),Ankh Base,XGBoost,Activity Cliffs,0.3855840320454202
Random Split (80/20),Ankh Base,SVR,Activity Cliffs,0.44087387716020915
Random Split (80/20),Ankh Base,MLP,Activity Cliffs,0.38268016791120657
Random Split (80/20),Ankh Base,Random Forest,Activity Cliffs,0.4693765536351512
Random Split (80/20),Ankh Base,KNN,Activity Cliffs,0.3640694890523969
Random Split (80/20),Ankh Base,Ridge,Ensemble Variance (15%),0.4052281883819544
Random Split (80/20),Ankh Base,XGBoost,Ensemble Variance (15%),0.34004426448575714
Random Split (80/20),Ankh Base,SVR,Ensemble Variance (15%),0.4224100881770171
Random Split (80/20),Ankh Base,MLP,Ensemble Variance (15%),0.3459254351926654
Random Split (80/20),Ankh Base,Random Forest,Ensemble Variance (15%),0.43570501250617377
Random Split (80/20),Ankh Base,KNN,Ensemble Variance (15%),0.30916241535836253
Random Split (80/20),Fused (ProtT5 + ESM2),Ridge,Raw Data,0.45197489570699234
Random Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Raw Data,0.46738013030236486
Random Split (80/20),Fused (ProtT5 + ESM2),SVR,Raw Data,0.4296032057226568
Random Split (80/20),Fused (ProtT5 + ESM2),MLP,Raw Data,0.4539176033360999
Random Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Raw Data,0.48172427787755345
Random Split (80/20),Fused (ProtT5 + ESM2),KNN,Raw Data,0.38812164007735545
Random Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (10%),0.4951432695999108
Random Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (10%),0.5140123648406562
Random Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (10%),0.4255881173909298
Random Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (10%),0.4706989510014771
Random Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (10%),0.5176887400393636
Random Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (10%),0.4613782534794007
Random Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (15%),0.5038017026441519
Random Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (15%),0.48823119322577363
Random Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (15%),0.41361038577062426
Random Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (15%),0.48600075029962975
Random Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (15%),0.48729467324861386
Random Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (15%),0.42239837988408974
Random Split (80/20),Fused (ProtT5 + ESM2),Ridge,Residual OOF (20%),0.49884090122521313
Random Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Residual OOF (20%),0.47929850231651633
Random Split (80/20),Fused (ProtT5 + ESM2),SVR,Residual OOF (20%),0.40931181655598253
Random Split (80/20),Fused (ProtT5 + ESM2),MLP,Residual OOF (20%),0.5067071916236205
Random Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Residual OOF (20%),0.4901331367488297
Random Split (80/20),Fused (ProtT5 + ESM2),KNN,Residual OOF (20%),0.4309110705929941
Random Split (80/20),Fused (ProtT5 + ESM2),Ridge,Huber Robust (15%),0.4376431285504575
Random Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Huber Robust (15%),0.49532930694548527
Random Split (80/20),Fused (ProtT5 + ESM2),SVR,Huber Robust (15%),0.41330872705091454
Random Split (80/20),Fused (ProtT5 + ESM2),MLP,Huber Robust (15%),0.43715440488790797
Random Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Huber Robust (15%),0.4632402947332534
Random Split (80/20),Fused (ProtT5 + ESM2),KNN,Huber Robust (15%),0.40468304744430483
Random Split (80/20),Fused (ProtT5 + ESM2),Ridge,Activity Cliffs,-0.05227534493628624
Random Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Activity Cliffs,0.08282266296342693
Random Split (80/20),Fused (ProtT5 + ESM2),SVR,Activity Cliffs,0.06115075565609222
Random Split (80/20),Fused (ProtT5 + ESM2),MLP,Activity Cliffs,-0.14829545310652129
Random Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Activity Cliffs,0.06589277739274813
Random Split (80/20),Fused (ProtT5 + ESM2),KNN,Activity Cliffs,0.16055710016426622
Random Split (80/20),Fused (ProtT5 + ESM2),Ridge,Ensemble Variance (15%),0.4182269724206454
Random Split (80/20),Fused (ProtT5 + ESM2),XGBoost,Ensemble Variance (15%),0.4208101702044518
Random Split (80/20),Fused (ProtT5 + ESM2),SVR,Ensemble Variance (15%),0.41132801653786993
Random Split (80/20),Fused (ProtT5 + ESM2),MLP,Ensemble Variance (15%),0.41103034873238253
Random Split (80/20),Fused (ProtT5 + ESM2),Random Forest,Ensemble Variance (15%),0.463037061488423
Random Split (80/20),Fused (ProtT5 + ESM2),KNN,Ensemble Variance (15%),0.36349607379235493
Cluster Split (80/20),ProtT5-XL,Ridge,Raw Data,0.3271874665474843
Cluster Split (80/20),ProtT5-XL,XGBoost,Raw Data,0.23950970840153926
Cluster Split (80/20),ProtT5-XL,SVR,Raw Data,0.2653179553001922
Cluster Split (80/20),ProtT5-XL,MLP,Raw Data,0.15264598150280784
Cluster Split (80/20),ProtT5-XL,Random Forest,Raw Data,0.22276129358293742
Cluster Split (80/20),ProtT5-XL,KNN,Raw Data,0.26941989476278194
Cluster Split (80/20),ProtT5-XL,Ridge,Residual OOF (10%),0.32914809098878867
Cluster Split (80/20),ProtT5-XL,XGBoost,Residual OOF (10%),0.1875159008703768
Cluster Split (80/20),ProtT5-XL,SVR,Residual OOF (10%),0.2612609060315759
Cluster Split (80/20),ProtT5-XL,MLP,Residual OOF (10%),0.3296269006171679
Cluster Split (80/20),ProtT5-XL,Random Forest,Residual OOF (10%),0.2437625151735295
Cluster Split (80/20),ProtT5-XL,KNN,Residual OOF (10%),0.25222118532837184
Cluster Split (80/20),ProtT5-XL,Ridge,Residual OOF (15%),0.30187515601282305
Cluster Split (80/20),ProtT5-XL,XGBoost,Residual OOF (15%),0.17071917498380704
Cluster Split (80/20),ProtT5-XL,SVR,Residual OOF (15%),0.242312547694961
Cluster Split (80/20),ProtT5-XL,MLP,Residual OOF (15%),0.3131754040960439
Cluster Split (80/20),ProtT5-XL,Random Forest,Residual OOF (15%),0.21623258840351378
Cluster Split (80/20),ProtT5-XL,KNN,Residual OOF (15%),0.22652352028848602
Cluster Split (80/20),ProtT5-XL,Ridge,Residual OOF (20%),0.28709751245681964
Cluster Split (80/20),ProtT5-XL,XGBoost,Residual OOF (20%),0.17134689654532648
Cluster Split (80/20),ProtT5-XL,SVR,Residual OOF (20%),0.24172280064416674
Cluster Split (80/20),ProtT5-XL,MLP,Residual OOF (20%),0.23598948082551488
Cluster Split (80/20),ProtT5-XL,Random Forest,Residual OOF (20%),0.22053846699775823
Cluster Split (80/20),ProtT5-XL,KNN,Residual OOF (20%),0.21171578342218567
Cluster Split (80/20),ProtT5-XL,Ridge,Huber Robust (15%),0.28077695948002507
Cluster Split (80/20),ProtT5-XL,XGBoost,Huber Robust (15%),0.1599937242088153
Cluster Split (80/20),ProtT5-XL,SVR,Huber Robust (15%),0.225467796132423
Cluster Split (80/20),ProtT5-XL,MLP,Huber Robust (15%),0.21493752461787785
Cluster Split (80/20),ProtT5-XL,Random Forest,Huber Robust (15%),0.17785550744800177
Cluster Split (80/20),ProtT5-XL,KNN,Huber Robust (15%),0.1932313623024089
Cluster Split (80/20),ProtT5-XL,Ridge,Activity Cliffs,0.3141171692360618
Cluster Split (80/20),ProtT5-XL,XGBoost,Activity Cliffs,0.19524172030464795
Cluster Split (80/20),ProtT5-XL,SVR,Activity Cliffs,0.26259749998624504
Cluster Split (80/20),ProtT5-XL,MLP,Activity Cliffs,0.26411241883731673
Cluster Split (80/20),ProtT5-XL,Random Forest,Activity Cliffs,0.1919237081314472
Cluster Split (80/20),ProtT5-XL,KNN,Activity Cliffs,0.25558729102579086
Cluster Split (80/20),ProtT5-XL,Ridge,Ensemble Variance (15%),0.33476669231129064
Cluster Split (80/20),ProtT5-XL,XGBoost,Ensemble Variance (15%),0.19333370280922796
Cluster Split (80/20),ProtT5-XL,SVR,Ensemble Variance (15%),0.24516993314820373
Cluster Split (80/20),ProtT5-XL,MLP,Ensemble Variance (15%),0.288686713311106
Cluster Split (80/20),ProtT5-XL,Random Forest,Ensemble Variance (15%),0.1893775863278121
Cluster Split (80/20),ProtT5-XL,KNN,Ensemble Variance (15%),0.2753448866193622
Cluster Split (80/20),ESM-2 (650M),Ridge,Raw Data,0.28215747135454483
Cluster Split (80/20),ESM-2 (650M),XGBoost,Raw Data,0.16292631062165597
Cluster Split (80/20),ESM-2 (650M),SVR,Raw Data,0.1630709752245188
Cluster Split (80/20),ESM-2 (650M),MLP,Raw Data,0.17240165974090207
Cluster Split (80/20),ESM-2 (650M),Random Forest,Raw Data,0.1798621169880522
Cluster Split (80/20),ESM-2 (650M),KNN,Raw Data,0.21698765456581137
Cluster Split (80/20),ESM-2 (650M),Ridge,Residual OOF (10%),0.27510009110166284
Cluster Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (10%),0.15190530012881273
Cluster Split (80/20),ESM-2 (650M),SVR,Residual OOF (10%),0.16572106187917487
Cluster Split (80/20),ESM-2 (650M),MLP,Residual OOF (10%),0.24351580925617144
Cluster Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (10%),0.17284749129565644
Cluster Split (80/20),ESM-2 (650M),KNN,Residual OOF (10%),0.24338013961081817
Cluster Split (80/20),ESM-2 (650M),Ridge,Residual OOF (15%),0.2631362627155933
Cluster Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (15%),0.19224790297012875
Cluster Split (80/20),ESM-2 (650M),SVR,Residual OOF (15%),0.15717401244330634
Cluster Split (80/20),ESM-2 (650M),MLP,Residual OOF (15%),0.16849013573249916
Cluster Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (15%),0.17579935540100114
Cluster Split (80/20),ESM-2 (650M),KNN,Residual OOF (15%),0.1838112298302055
Cluster Split (80/20),ESM-2 (650M),Ridge,Residual OOF (20%),0.2552626142619365
Cluster Split (80/20),ESM-2 (650M),XGBoost,Residual OOF (20%),0.14310207578912582
Cluster Split (80/20),ESM-2 (650M),SVR,Residual OOF (20%),0.15072263807503913
Cluster Split (80/20),ESM-2 (650M),MLP,Residual OOF (20%),0.23604996329853145
Cluster Split (80/20),ESM-2 (650M),Random Forest,Residual OOF (20%),0.16700172860538706
Cluster Split (80/20),ESM-2 (650M),KNN,Residual OOF (20%),0.18580201226420318
Cluster Split (80/20),ESM-2 (650M),Ridge,Huber Robust (15%),0.22859949883187827
Cluster Split (80/20),ESM-2 (650M),XGBoost,Huber Robust (15%),0.12786919901618235
Cluster Split (80/20),ESM-2 (650M),SVR,Huber Robust (15%),0.14743945835217007
Cluster Split (80/20),ESM-2 (650M),MLP,Huber Robust (15%),0.17671552973163032
Cluster Split (80/20),ESM-2 (650M),Random Forest,Huber Robust (15%),0.12731636990411768
Cluster Split (80/20),ESM-2 (650M),KNN,Huber Robust (15%),0.21402276103842283
Cluster Split (80/20),ESM-2 (650M),Ridge,Activity Cliffs,-0.12095291822867575
Cluster Split (80/20),ESM-2 (650M),XGBoost,Activity Cliffs,-0.07786221620274018
Cluster Split (80/20),ESM-2 (650M),SVR,Activity Cliffs,-0.09174292292120695
Cluster Split (80/20),ESM-2 (650M),MLP,Activity Cliffs,-0.1303354999478389
Cluster Split (80/20),ESM-2 (650M),Random Forest,Activity Cliffs,-0.04530636806758716
Cluster Split (80/20),ESM-2 (650M),KNN,Activity Cliffs,-0.09503883788264154
Cluster Split (80/20),ESM-2 (650M),Ridge,Ensemble Variance (15%),0.28017613581735623
Cluster Split (80/20),ESM-2 (650M),XGBoost,Ensemble Variance (15%),0.22372456591798925
Cluster Split (80/20),ESM-2 (650M),SVR,Ensemble Variance (15%),0.1739399512108617
Cluster Split (80/20),ESM-2 (650M),MLP,Ensemble Variance (15%),0.1778042278569903
Cluster Split (80/20),ESM-2 (650M),Random Forest,Ensemble Variance (15%),0.17661430514316662
Cluster Split (80/20),ESM-2 (650M),KNN,Ensemble Variance (15%),0.256520083881357
Cluster Split (80/20),ESM-2 (35M),Ridge,Raw Data,0.19291667438227325
Cluster Split (80/20),ESM-2 (35M),XGBoost,Raw Data,0.15145892151599197
Cluster Split (80/20),ESM-2 (35M),SVR,Raw Data,0.15647319106791238
Cluster Split (80/20),ESM-2 (35M),MLP,Raw Data,0.20115092225172995
Cluster Split (80/20),ESM-2 (35M),Random Forest,Raw Data,0.15065494620648207
Cluster Split (80/20),ESM-2 (35M),KNN,Raw Data,0.1890970715910462
Cluster Split (80/20),ESM-2 (35M),Ridge,Residual OOF (10%),0.18775413174060623
Cluster Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (10%),0.17510748999592568
Cluster Split (80/20),ESM-2 (35M),SVR,Residual OOF (10%),0.16389502547470844
Cluster Split (80/20),ESM-2 (35M),MLP,Residual OOF (10%),0.13958052382473368
Cluster Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (10%),0.18830553278271106
Cluster Split (80/20),ESM-2 (35M),KNN,Residual OOF (10%),0.19079910098270683
Cluster Split (80/20),ESM-2 (35M),Ridge,Residual OOF (15%),0.1769655670114565
Cluster Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (15%),0.17943521077438945
Cluster Split (80/20),ESM-2 (35M),SVR,Residual OOF (15%),0.1609257307126685
Cluster Split (80/20),ESM-2 (35M),MLP,Residual OOF (15%),0.19958491418491137
Cluster Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (15%),0.19887875045574724
Cluster Split (80/20),ESM-2 (35M),KNN,Residual OOF (15%),0.18409454612244056
Cluster Split (80/20),ESM-2 (35M),Ridge,Residual OOF (20%),0.19067642321511163
Cluster Split (80/20),ESM-2 (35M),XGBoost,Residual OOF (20%),0.18963203611081067
Cluster Split (80/20),ESM-2 (35M),SVR,Residual OOF (20%),0.16680980700692766
Cluster Split (80/20),ESM-2 (35M),MLP,Residual OOF (20%),0.19011287576623614
Cluster Split (80/20),ESM-2 (35M),Random Forest,Residual OOF (20%),0.15834366926659077
Cluster Split (80/20),ESM-2 (35M),KNN,Residual OOF (20%),0.1572307269905221
